"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","4.81E+17","30.82799615","14.00495379","17.87637","16.70687","16.11509","15.82387","15.65249","1035","301","5","165","427","51900","489","14.67111","15.95823","15.16706","27.91261","15.05528","37.54427","108.4415","207.2737","182.736","234.0908","6.498101","6.91873","6.001718","7.099476","6.033102","21.89127","19.97119","20.78368","19.66567","19.64596","0.8215806","0.8368025","0.8505305","0.9094713","0.7334301","0.04269126","GALAXY"
"1.24E+18","4.81E+17","31.23233039","14.01537774","17.92635","15.96961","15.05953","14.64345","14.32351","1035","301","5","167","427","51900","542","20.43159","11.2613","11.60876","11.72252","10.20468","80.87131","402.7852","1364.973","940.1628","1766.668","6.120085","4.361764","4.394932","4.527874","4.070204","19.80317","16.83971","17.91437","16.52294","16.2196","0.8624811","0.7789741","0.778392","0.7680936","0.8224098","0.03103237","GALAXY"
"1.24E+18","4.81E+17","31.24879288","14.12255665","19.55345","18.29462","17.66913","17.40792","17.29478","1035","301","5","167","427","51900","547","1.417669","1.252527","1.26895","1.409337","1.263916","14.52243","46.63782","103.4945","80.82043","111.7487","0.7060267","0.6385624","0.6595328","0.7305433","0.6381365","19.5477","17.686","18.29626","17.40601","17.30897","0.2834702","0.9997762","0.887211","0.2879103","0.3491971","-0.000131521","STAR"
"1.24E+18","5.86E+17","187.3393097","3.00154364","18.79726","17.19404","16.43667","16.00701","15.70753","1462","301","5","414","520","52288","383","7.529685","8.821548","8.345661","9.063178","8.299392","34.59369","126.0494","359.6748","249.6835","435.0454","4.494357","4.100776","3.877125","4.002754","3.545579","21.31206","19.03137","19.7126","18.61695","18.27969","0.3840292","0.2898174","0.2798248","0.2928913","0.2712029","0.05267553","GALAXY"
"1.24E+18","5.89E+17","195.2139987","2.924584802","18.87425","17.81263","17.32164","17.09983","16.92639","1462","301","5","466","523","52026","631","4.722882","4.934182","4.862285","4.958043","4.66891","30.97616","78.76445","144.2198","122.3688","136.4363","2.419293","2.285436","2.195588","2.268006","1.740485","20.28345","18.9052","19.47799","18.71379","18.58755","0.3189516","0.4423952","0.5081598","0.5533615","0.6231321","0.01857428","GALAXY"
"1.24E+18","5.90E+17","195.3948039","3.066236858","19.24285","18.12636","18.28595","18.40685","18.48503","1462","301","5","467","524","52027","343","1.437893","1.471452","1.229736","1.397917","1.127092","19.43567","55.21994","39.82663","47.3239","43.63399","0.7154105","0.7346188","0.6252093","0.7128939","0.665188","19.25406","18.30218","18.1477","18.42478","18.5102","0.8850717","0.8370666","0.8436128","0.6171522","0.9998768","0.00079416","STAR"
"1.24E+18","5.90E+17","195.4271943","2.924317892","19.53721","18.33556","17.62214","17.23554","16.97724","1462","301","5","468","524","52027","399","258.4486","3.824879","3.677113","3.784768","3.886528","18.54648","47.68896","121.8545","87.60379","157.9149","2.110032","1.915053","1.729665","1.805361","1.731337","20.8822","18.94071","19.65387","18.60367","18.35589","0.7113976","0.7099422","0.687598","0.6735375","0.628795","0.1059756","GALAXY"
"1.24E+18","5.90E+17","195.4298968","3.064861468","18.97651","17.32466","16.45787","15.96111","15.56086","1462","301","5","468","524","52027","382","2.970673","7.295861","5.63226","6.419177","5.448896","27.82334","95.11089","296.8864","196.7681","401.4846","4.380008","3.272539","2.69883","2.928959","2.462572","21.20832","18.49827","19.38475","18.03893","17.67815","0.2506846","0.3790946","0.4407133","0.4737555","0.4775689","0.07103557","GALAXY"
"1.24E+18","5.90E+17","195.4576337","2.924058663","18.86292","17.96044","17.52228","17.17877","17.04666","1462","301","5","468","524","52027","393","4.885346","4.55144","4.446263","4.53198","4.329116","32.13095","65.56059","127.0909","95.17602","140.3584","2.493707","2.247614","2.05767","2.137993","1.928669","20.54026","19.1317","19.58443","18.88747","18.85002","0.4649285","0.5096118","0.5005422","0.5202869","0.4728082","0.1056785","GALAXY"
"1.24E+18","4.51E+18","195.6673436","2.916035659","18.48066","17.89694","17.85127","17.8435","17.6704","1462","301","5","469","4005","55325","784","1.388596","1.442903","1.213705","1.240112","1.296595","38.88722","67.28825","70.25921","69.97963","82.89132","0.6977867","0.721536","0.6200502","0.640666","0.6263164","18.47028","17.84426","17.91607","17.84595","17.67424","0.3138738","0.9863523","0.7825019","0.418683","0.5499319","2.425176","QSO"
"1.24E+18","5.90E+17","195.6810227","3.083040196","19.22215","18.29281","17.93461","17.69607","17.6638","1462","301","5","469","524","52027","425","18.02295","9.374038","7.94427","18.02248","5.704673","27.24689","51.46526","85.44808","71.1808","51.01781","4.528388","3.707419","3.547423","3.686587","2.053573","21.41075","20.19931","20.5241","19.9625","19.80176","0.4866245","0.6918058","0.7884039","0.8446243","0.8463113","0.04826484","GALAXY"
"1.24E+18","5.90E+17","195.6881977","3.046278887","18.95483","17.40139","16.60181","16.19811","15.90495","1462","301","5","469","524","52027","429","258.4389","6.093081","5.183542","5.772828","5.223401","33.42867","96.58016","264.3196","188.6833","340.1831","3.47498","2.663802","2.347414","2.461447","2.330274","20.96622","18.35435","19.18089","17.97742","17.70356","0.5534481","0.5633251","0.5661428","0.559954","0.5867664","0.08684827","GALAXY"
"1.24E+18","5.90E+17","195.690369","2.949241773","18.78253","16.71797","15.77254","15.32988","14.97893","1462","301","5","469","524","52027","440","13.12066","3.94869","3.423287","3.621421","3.473237","30.58183","193.0771","679.9985","454.9193","923.7961","1.828757","1.678271","1.556083","1.588278","1.541678","19.82723","16.81798","17.7475","16.39809","16.04828","0.3573835","0.384098","0.3781251","0.378435","0.3727376","0.06516925","GALAXY"
"1.24E+18","5.90E+17","195.7046475","2.892966258","18.58722","16.96606","16.26757","15.92311","15.68539","1462","301","5","469","524","52027","428","3.976253","3.691748","3.726428","3.740168","4.024351","35.53538","153.9265","403.3962","293.538","496.1584","1.617504","1.574051","1.515309","1.5354","1.536833","19.5504","17.26419","17.90437","16.91894","16.68776","0.8739616","0.8233792","0.8124889","0.8351287","0.7797156","0.07055978","GALAXY"
"1.24E+18","5.90E+17","195.7447498","3.079733999","17.13275","16.18167","15.86816","15.73232","15.71217","1462","301","5","470","524","52027","421","1.329952","1.352064","1.187262","1.239156","1.274589","134.6645","324.9116","483.3015","433.1335","495.9662","0.6722484","0.6781631","0.6216912","0.6430741","0.6448886","17.12508","15.85114","16.15143","15.72399","15.71709","0.7822281","0.6199617","0.06255025","0.1035012","0.533616","-0.000172908","STAR"
"1.24E+18","5.90E+17","195.9083805","2.974858746","18.6019","17.39454","16.90692","16.70349","16.60342","1462","301","5","471","524","52027","479","1.480583","1.312931","1.233365","1.236379","1.233535","34.72976","106.688","200.0815","166.2104","214.8039","0.7433024","0.6647178","0.6350874","0.6377316","0.6383025","18.60211","16.90475","17.38473","16.71412","16.59908","0.1586834","0.08787238","0.5464091","0.7583697","0.1499524","0.000148451","STAR"
"1.24E+18","5.90E+17","195.9844167","2.945364002","19.54183","18.34068","18.24417","18.20997","18.18208","1462","301","5","471","524","52027","471","1.465629","1.307237","1.189839","1.217967","1.183564","14.34165","44.38923","48.7539","47.79356","47.52317","0.7357534","0.6629794","0.6122555","0.6243331","0.5947653","19.52579","18.23628","18.33628","18.21105","18.17034","0.2908275","0.4977916","0.1502514","0.3909767","0.6204396","-0.000330691","STAR"
