"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","3.24E+17","184.9508694","0.733067869","18.87062","17.59612","17.11245","16.83899","16.70908","756","301","5","462","288","52000","456","7.282402","7.004576","6.855976","7.112749","6.93096","30.66393","95.11749","181.7184","146.9916","207.0273","3.832911","3.659077","3.486617","3.621753","3.606744","21.11891","19.50324","19.96352","19.25145","19.0523","0.4790215","0.5184828","0.5204735","0.5085016","0.4889693","0.04169106","GALAXY"
"1.24E+18","3.25E+17","185.7292013","0.679703907","19.5956","19.92153","20.34448","20.66213","20.59599","756","301","5","467","289","51990","322","1.335305","1.321027","1.167182","1.266144","0.9664313","14.55308","10.33474","4.623398","7.371214","4.824737","0.6531586","0.6590082","0.5368806","0.6506791","0.5384558","19.58945","20.34491","19.92417","20.65535","20.57387","0.5739263","0.5317281","0.4030721","0.9998736","0.1894953","-0.000814368","STAR"
"1.24E+18","3.24E+17","185.68769","0.823480387","19.26421","17.87891","17.09593","16.65159","16.35329","756","301","5","467","288","52000","614","3.874802","3.952013","4.007457","4.057646","3.818449","19.31011","72.75911","220.8967","148.0934","278.0211","1.898399","1.993737","1.944997","1.968584","1.863368","20.8229","18.54832","19.33645","18.16669","17.78844","0.7016655","0.7433862","0.7708973","0.778642","0.7367706","0.1130687","GALAXY"
"1.24E+18","2.88E+18","185.6779044","0.768362354","19.49739","17.96166","17.41269","17.20545","17.11567","756","301","5","467","2558","54140","414","1.251496","1.325716","1.176959","1.281164","1.199375","15.33828","62.74539","125.3707","104.8672","134.6233","0.6333289","0.6793281","0.6119038","0.6579453","0.6229711","19.49706","17.42272","17.96176","17.21564","17.12367","0.9998176","0.7877601","0.7456111","0.3997181","0.9861366","8.72E-05","STAR"
"1.24E+18","2.88E+18","185.8147625","0.776939842","18.31519","16.83033","16.26352","16.0632","15.97527","756","301","5","467","2558","54140","403","1.365736","1.336521","1.16174","1.266766","1.239413","45.91689","178.2072","359.0935","300.7756","388.3203","0.6772496","0.6805608","0.6134762","0.6555198","0.6406692","18.33505","16.2858","16.85104","16.08275","15.98694","0.9997948","0.8344498","0.7235256","0.712259","0.5270551","1.81E-05","STAR"
"1.24E+18","2.88E+18","185.7397077","0.746347801","18.85838","17.55346","17.04644","16.84854","16.77527","756","301","5","467","2558","54140","406","1.228939","1.350724","1.141565","1.228846","1.193552","27.36871","92.15126","174.5194","145.5204","185.476","0.637904","0.680617","0.6040511","0.6365968","0.618041","18.85644","17.04058","17.56266","16.85547","16.76903","0.8620063","0.8234313","0.4163515","0.6548993","0.9923462","-8.72E-05","STAR"
"1.24E+18","2.88E+18","185.7132244","0.735222213","18.85089","17.18911","16.54595","16.32198","16.22504","756","301","5","467","2558","54140","412","1.231811","1.333244","1.142101","1.237453","1.162302","28.13814","128.2557","283.5089","230.5151","309.633","0.653936","0.6755046","0.6010737","0.6415593","0.6143513","18.87258","16.55469","17.19053","16.33012","16.21988","0.999877","0.9719893","0.05","0.1999568","0.6369916","-9.05E-05","STAR"
"1.24E+18","3.24E+17","185.6777589","0.698526662","18.73206","17.52809","16.91648","16.54232","16.32265","756","301","5","467","288","52000","581","2.601387","3.030141","3.145357","3.217682","3.217765","26.16342","87.17215","218.3011","156.9793","269.9793","1.200218","1.394651","1.395189","1.452188","1.42748","19.73731","17.94806","18.48901","17.60799","17.37348","0.9630022","0.9661756","0.9249226","0.8904503","0.9219451","0.06295883","GALAXY"
"1.24E+18","3.24E+17","185.6016303","0.715944942","18.37217","16.48591","15.64821","15.25808","14.94688","756","301","5","466","288","52000","572","5.236562","4.880774","4.673819","4.743456","4.777981","45.61121","242.0157","743.176","516.6342","980.6611","2.058029","1.92415","1.832817","1.856222","1.818704","19.60549","16.85143","17.64998","16.47852","16.16574","0.6668435","0.6183009","0.5815896","0.5752673","0.5888558","0.04197877","GALAXY"
"1.24E+18","2.88E+18","185.5744857","0.701402405","19.11034","17.62099","17.03464","16.82993","16.71711","756","301","5","466","2558","54140","411","1.221523","1.341101","1.149976","1.224988","1.178204","22.05194","85.89412","176.8871","145.6788","194.6866","0.6362345","0.6800969","0.6004245","0.6297924","0.6115973","19.12009","17.04391","17.62887","16.83582","16.73553","0.3500042","0.999699","0.9997262","0.9009522","0.9996903","8.78E-05","STAR"
"1.24E+18","2.88E+18","185.5678156","0.828337244","18.07758","16.71187","16.12703","15.89603","15.77684","756","301","5","466","2558","54140","418","1.252851","1.353918","1.200258","1.27204","1.222522","56.50662","198.7856","417.7477","339.9485","465.6095","0.6414258","0.6885523","0.6298915","0.6618112","0.6496021","18.06537","16.09701","16.69599","15.88829","15.77533","0.5511382","0.7333448","0.5102371","0.7325886","0.1366753","0.000300282","STAR"
"1.24E+18","2.89E+18","185.5265115","0.748837265","19.39441","18.53974","18.29509","18.2326","18.24368","756","301","5","466","2568","54153","375","1.287107","1.370517","1.188782","1.252259","1.150323","17.20263","37.10856","48.48616","46.11427","47.10149","0.6566622","0.6903442","0.6158441","0.6436011","0.5949702","19.40493","18.30368","18.54526","18.23689","18.25169","0.2500307","0.9996682","0.7499001","0.3500164","0.9998861","6.71E-05","STAR"
"1.24E+18","2.88E+18","185.4314006","0.816492545","18.83359","17.21118","16.54576","16.27132","16.12368","756","301","5","465","2558","54140","371","1.303625","1.316962","1.223399","1.237671","1.159639","28.55737","124.7292","296.1645","229.6666","338.3723","0.6687267","0.6707229","0.6403382","0.6459317","0.6153668","18.83638","16.54614","17.21329","16.2662","16.11877","0.1266642","0.9466481","0.7104627","0.5706291","0.543835","-0.00019453","STAR"
"1.24E+18","3.24E+17","185.4119401","0.8164425","18.40055","17.18971","17.04815","17.0253","17.043","756","301","5","465","288","52000","577","1.319915","1.334459","1.219008","1.238267","1.153254","42.54468","127.4324","147.7305","144.3484","146.2411","0.6695667","0.6797801","0.6400648","0.6474301","0.618969","18.39999","17.05383","17.20547","17.01846","17.03823","0.8475422","0.8998265","0.9997756","0.618839","0.6743023","-0.000210811","STAR"
"1.24E+18","2.88E+18","185.3722106","0.648165208","17.81046","16.29725","15.72512","15.53263","15.43752","756","301","5","465","2558","54140","377","1.292464","1.266125","1.165761","1.160257","1.106236","72.33861","287.5451","582.9641","484.5639","635.5722","0.6494874","0.6415378","0.6058328","0.6034483","0.5761092","17.81032","15.71608","16.31583","15.54285","15.44423","0.2499043","0.9996423","0.9292479","0.9999725","0.9623238","2.55E-06","STAR"
"1.24E+18","2.88E+18","186.1506447","0.684432945","18.3146","16.79596","16.25018","16.03951","15.94311","756","301","5","470","2558","54140","538","1.404998","1.301747","1.153099","1.139226","1.144206","45.24086","181.9437","360.9119","302.9594","397.5954","0.7034816","0.6556676","0.5964427","0.5918828","0.6007596","18.33955","16.24669","16.80719","16.04553","15.941","0.8582829","0.9774393","0.9999605","0.8446276","0.3467041","0.000102763","STAR"
"1.24E+18","2.88E+18","185.2796193","0.746734634","18.54733","17.12694","16.5437","16.33769","16.24185","756","301","5","464","2558","54140","380","1.324836","1.288885","1.191011","1.219822","1.137989","36.93926","136.2381","276.4962","229.537","302.4705","0.6736372","0.6585885","0.6227353","0.6337175","0.5977473","18.55408","16.55672","17.11729","16.33968","16.23393","0.4500704","0.05","0.9061956","0.4469775","0.06562098","-0.000110862","STAR"
"1.24E+18","3.24E+17","185.140667","0.788057948","15.96589","15.01389","14.40374","14.18948","14.14311","756","301","5","463","288","52000","533","25.63024","30.16557","27.38143","28.5745","22.06315","380.527","1191.533","2003.745","1662.17","1649.088","10.78677","13.10356","11.98128","12.03471","8.797359","20.25767","19.20017","19.78541","19.0086","18.77316","0.3487496","0.3499939","0.3499132","0.3499997","0.349999","0.00707815","GALAXY"
"1.24E+18","2.88E+18","185.1441354","0.706196148","19.57366","17.69274","16.94876","16.6988","16.56982","756","301","5","463","2558","54140","332","12.26604","1.219908","1.148594","1.204724","1.157318","14.20827","80.85849","199.1965","159.4141","222.3931","0.681969","0.6247172","0.6017751","0.6218373","0.6037299","19.5606","16.9546","17.6842","16.71121","16.57272","0.4863297","0.5408955","0.9999399","0.9388659","0.8628528","4.22E-06","STAR"
"1.24E+18","3.24E+17","185.086332","0.73293729","19.21079","18.80976","18.85955","18.92177","19.08269","756","301","5","463","288","52000","446","1.357544","1.243523","1.129412","1.218322","1.177277","19.9609","29.03933","24.48689","27.43213","24.09086","0.6841272","0.6375843","0.5731766","0.6250201","0.6519189","19.18487","18.86477","18.81292","18.90601","19.09226","0.6065438","0.1000014","0.9210545","0.9017473","0.3090448","-2.32E-05","STAR"
"1.24E+18","3.24E+17","185.0711481","0.718114239","19.46431","19.33361","19.14591","19.0513","19.03554","756","301","5","463","288","52000","447","1.402337","1.214442","1.199927","1.241184","1.191545","15.95607","17.43523","22.49177","21.19154","24.38496","0.7076668","0.6191955","0.5979597","0.6310332","0.643189","19.46762","19.16031","19.33522","19.05376","19.05335","0.9998865","0.1421806","0.6105502","0.9996712","0.3386156","1.275072","QSO"
"1.24E+18","3.24E+17","184.9647198","0.810334266","19.44993","18.28325","17.77258","17.45216","17.23547","756","301","5","462","288","52000","455","5.001331","4.561226","3.995475","4.445085","4.361943","19.01488","49.45419","97.44568","78.2641","125.9601","2.490747","2.070072","1.85474","2.029505","1.983447","20.96099","19.29544","19.85731","18.9967","18.72747","0.235502","0.232565","0.2499987","0.2474674","0.2511433","0.03375179","GALAXY"
"1.24E+18","3.21E+17","179.632888","1.131916725","18.12897","17.17221","16.82198","16.59245","16.43457","756","301","6","426","285","51930","408","8.950756","9.214058","9.4969","9.34188","23.16838","55.24334","134.2695","224.9388","185.0479","267.0039","4.425256","4.378264","4.351542","4.421674","4.552993","20.81264","19.47517","19.86519","19.23876","19.05822","0.9151493","0.9401804","0.9295189","0.9180099","0.8980755","0.03929568","GALAXY"
"1.24E+18","3.21E+17","179.6455992","1.08818019","19.26059","17.68919","17.1782","16.82789","16.59944","756","301","6","426","285","51930","405","5.687192","6.936836","6.774319","7.132771","6.58261","13.87728","85.39344","169.6467","131.8593","209.8988","2.304262","3.383343","3.025181","3.260731","3.047755","21.23847","19.27139","19.84637","18.85087","18.49836","0.1835158","0.1980119","0.1895933","0.1847551","0.1647063","0.06428671","GALAXY"
"1.24E+18","3.65E+17","183.4598248","1.068761776","19.59027","18.6054","18.24766","18.12612","18.08364","756","301","6","452","324","51666","527","1.288033","1.367033","1.261574","1.319752","1.349529","14.71527","35.19794","52.90968","48.21368","58.62887","0.6708508","0.6905579","0.6637853","0.6776341","0.703244","19.57772","18.251","18.61321","18.12886","18.09868","0.09993081","0.9100661","0.1916508","0.540489","0.0615406","7.48E-05","STAR"
"1.24E+18","5.35E+18","183.5369842","1.170920406","19.19783","18.26141","17.96072","17.8513","17.80893","756","301","6","452","4750","55630","446","1.305425","1.368715","1.314155","1.331472","1.301481","20.02031","47.98879","69.4667","62.57812","69.66039","0.663614","0.7015854","0.6996546","0.7002112","0.7039191","19.18834","17.96433","18.26847","17.85323","17.79714","0.5636308","0.926747","0.2231234","0.5557034","0.2083763","-0.000408115","STAR"
"1.24E+18","3.64E+17","183.4586825","1.178715331","18.90845","17.7145","17.21871","17.0214","16.92905","756","301","6","452","323","51615","567","1.331241","1.348307","1.356566","1.340487","1.364907","26.87807","79.46365","150.0751","124.9018","162.6399","0.6721927","0.6970311","0.7123669","0.7027391","0.7276618","18.89176","17.21572","17.72239","17.02417","16.92639","0.6408063","0.8601565","0.2839598","0.09191457","0.2790288","0.000179955","STAR"
"1.24E+18","3.64E+17","183.301356","1.189952157","19.43892","17.60333","16.82059","16.52452","16.35028","756","301","6","451","323","51615","536","1.339448","1.304748","1.361598","1.409315","1.331621","17.00635","88.39931","236.1058","178.9583","275.9762","0.6977699","0.6731291","0.7216302","0.7340329","0.719415","19.45556","16.84231","17.61858","16.52695","16.34707","0.1500024","0.7999451","0.6341417","0.6736298","0.6613004","8.95E-05","STAR"
"1.24E+18","3.23E+17","183.2912961","1.192324477","19.24011","18.13363","17.69106","17.47938","17.31982","756","301","6","451","287","52023","529","3.841283","3.862683","4.209591","4.08164","15.49356","19.66194","54.53436","102.5295","82.24833","122.9639","1.933384","1.922113","1.986216","1.962548","2.05944","20.83647","19.10239","19.67235","18.85541","18.70485","0.6156372","0.7181219","0.7317721","0.7253385","0.6008939","0.02130958","GALAXY"
"1.24E+18","3.72E+18","183.2814397","1.126026086","19.34603","18.34507","17.97245","17.82922","17.7772","756","301","6","451","3306","54922","405","1.406166","1.260729","1.30848","1.369741","1.292116","17.92581","44.08539","70.07899","61.63803","76.21803","0.6993957","0.6527026","0.694905","0.7112139","0.7191981","19.37725","17.99557","18.35817","17.83971","17.79199","0.1498016","0.7985759","0.8051508","0.8935263","0.7974845","0.000350379","STAR"
"1.24E+18","3.72E+18","183.4018372","1.070760687","19.27116","17.62821","16.95564","16.69254","16.55221","756","301","6","451","3306","54922","451","1.372286","1.3008","1.272923","1.322159","1.274652","19.59788","85.89436","201.3103","157.1532","231.3219","0.6963843","0.6701168","0.6743031","0.6875836","0.6833951","19.29841","16.9702","17.63916","16.70081","16.55246","0.5139874","0.9998539","0.4761773","0.299426","0.9900876","0.000250105","STAR"
"1.24E+18","3.64E+17","183.3286543","1.060157832","19.07924","17.40228","16.75043","16.53949","16.42694","756","301","6","451","323","51615","522","1.315071","1.268734","1.279963","1.332329","1.272855","22.51862","105.9098","231.9135","189.1918","256.3835","0.6658156","0.6547623","0.6722392","0.6926382","0.6792105","19.0839","16.77047","17.41763","16.54788","16.4343","0.9997608","0.9813534","0.498689","0.8621336","0.9650661","-0.000133202","STAR"
