"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","7.68E+18","202.8488157","64.6027444","19.29254","17.28116","16.27574","15.81012","15.46892","1345","301","5","412","6822","56711","798","27.92156","6.885594","5.864045","6.047328","4.878652","22.43868","120.7501","436.4529","288.1227","574.2934","3.46047","2.85551","2.58969","2.638552","2.413701","20.6817","17.72921","18.70706","17.20457","16.87445","0.7220526","0.8903721","0.9147455","0.9331076","0.8719358","0.09013974","GALAXY"
"1.24E+18","6.79E+17","202.9541535","64.7256867","18.88259","17.65259","17.04123","16.65599","16.48327","1345","301","5","413","603","52056","554","3.764805","4.305008","4.134056","4.327632","4.096788","23.05382","91.03712","225.3193","159.7724","260.0539","1.521023","1.998259","1.889076","1.950228","1.837906","19.84349","18.17267","18.65077","17.79122","17.58569","0.9025847","0.8813603","0.9098173","0.8838076","0.8890729","0.1002057","GALAXY"
"1.24E+18","6.79E+17","203.2006839","64.53372534","19.18257","18.02149","17.30694","16.89503","16.60548","1345","301","5","414","603","52056","597","2.9697","6.290111","5.897098","5.968935","5.31835","21.64607","52.3111","134.0773","97.05119","166.1505","3.755543","2.99537","2.571579","2.753411","2.396331","20.75783","18.92301","19.58325","18.50155","18.17025","0.3221834","0.4731897","0.4694871","0.4607184","0.523937","0.100153","GALAXY"
"1.24E+18","7.68E+18","203.6461763","64.65431911","19.19331","18.23446","17.92682","17.8058","17.77807","1345","301","5","415","6822","56711","876","1.788335","1.711436","1.658141","1.579925","1.586041","20.48454","50.83693","76.2629","68.09362","76.21447","0.8501866","0.8534103","0.7913941","0.7697541","0.7513263","19.20562","17.93969","18.2699","17.84356","17.78","0.6536595","0.4439042","0.9764227","0.4515592","0.9500284","0.000140836","STAR"
"1.24E+18","6.80E+17","203.9541375","64.41908589","16.8699","16.03633","15.72373","15.60175","15.54691","1345","301","5","416","604","52079","334","1.717209","1.479743","1.266975","1.375621","1.377327","167.2738","369.0801","550.6653","489.5656","566.7761","0.8343037","0.7546098","0.6550482","0.6931109","0.7017865","16.87054","15.75013","16.05184","15.60334","15.56234","0.9999143","0.5661256","0.9996921","0.9999478","0.9997771","-0.000713266","STAR"
"1.24E+18","6.80E+17","204.1029603","64.43923073","19.18511","18.18768","17.82144","17.57145","17.40323","1345","301","5","416","604","52079","321","7.346572","7.780341","7.007764","7.326921","8.457013","23.40069","59.71452","88.89175","78.02326","128.0819","3.713494","3.571992","2.925666","3.283143","3.839629","20.85085","19.81954","20.04317","19.59088","19.30963","0.670127","0.8300763","0.8275397","0.8211595","0.6218672","0.06765522","GALAXY"
"1.24E+18","6.80E+17","204.2078055","64.54457477","17.82851","16.1776","15.38252","14.98496","14.6944","1345","301","5","416","604","52079","329","8.19422","8.345097","6.572858","7.015363","6.175441","83.94431","326.4964","865.0676","612.8315","1075.45","4.076346","3.770696","3.09394","3.277952","2.907597","19.6538","17.13814","17.96152","16.71966","16.34472","0.8085402","0.7932585","0.8193958","0.7858527","0.8391621","0.08006979","GALAXY"
"1.24E+18","8.67E+17","148.0553483","60.6405828","19.1665","18.81621","18.72225","18.82931","18.71481","1345","301","5","248","770","52282","394","1.987908","1.750632","1.426094","1.452057","1.639319","21.36331","28.50294","28.13329","31.5327","33.64405","0.9390873","0.8626368","0.7077439","0.746601","0.8129731","19.18946","18.73062","18.81997","18.84059","18.73545","0.6000799","0.9117751","0.9997884","0.3102114","0.3002509","0.8493002","QSO"
"1.24E+18","6.79E+17","204.6467198","64.54112541","19.54413","18.31151","17.76527","17.41438","17.23467","1345","301","5","418","603","52056","640","5.723353","5.494886","5.170688","5.198563","4.708485","14.93802","46.63671","98.90011","73.99307","102.7372","2.647734","2.597945","2.352263","2.444097","2.006361","21.10783","19.5362","19.9891","19.08838","18.91737","0.3004659","0.3371914","0.3455127","0.3272732","0.356003","0.1242428","GALAXY"
"1.24E+18","6.79E+17","204.6160966","64.45003061","19.47607","17.5836","16.70971","16.30654","15.99015","1345","301","5","418","603","52056","634","3.665883","3.667305","3.655392","3.60162","3.615968","16.16826","87.51007","283.131","193.7219","375.8901","1.766991","1.593133","1.551223","1.529602","1.497837","20.2474","17.63506","18.40797","17.20343","16.86472","0.6611744","0.8110661","0.808539","0.8829878","0.8515227","0.0666432","GALAXY"
"1.24E+18","6.80E+17","204.5777858","64.34381598","19.11306","17.90273","17.30866","16.99449","16.76884","1345","301","5","418","604","52079","371","7.109818","6.230403","5.786492","6.07683","5.497434","27.50958","76.33747","155.1484","120.4352","176.874","3.363898","3.079377","2.650549","2.776159","2.436973","20.84521","19.13102","19.67842","18.72714","18.48478","0.8516136","0.9614657","0.9789629","0.920355","0.9191227","0.1047993","GALAXY"
