"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","3.24E+18","22.72550624","-10.24971864","19.10684","17.34503","16.41762","15.92352","15.60057","1663","301","2","50","2878","54465","106","27.9254","8.610758","7.030387","7.778733","6.543905","28.16444","101.0427","310.6461","216.7662","374.5474","5.459593","3.934837","3.13091","3.465387","2.708782","20.97889","18.47991","19.316","17.9191","17.5193","0.380078","0.3257949","0.3437515","0.3261567","0.3442909","0.09469812","GALAXY"
"1.24E+18","3.24E+18","22.66828059","-10.26845543","18.97084","17.73497","16.95061","16.53885","16.27955","1663","301","2","50","2878","54465","101","8.399354","7.671792","7.333038","7.348018","6.904579","30.54443","81.01743","234.363","162.0231","263.0686","4.308649","3.640373","3.533213","3.532302","3.116942","21.25755","19.20517","19.89046","18.74875","18.37231","0.6620683","0.7721144","0.7881977","0.7930564","0.7938564","0.1289201","GALAXY"
"1.24E+18","7.48E+17","26.43616214","-10.15580686","19.28634","17.25959","16.39534","15.99022","15.67074","1663","301","2","75","664","52174","131","8.678414","3.498685","3.347899","3.411784","3.449028","15.26822","107.5642","348.1587","243.5029","462.1995","1.651967","1.71034","1.612202","1.665558","1.61712","20.10336","17.4726","18.20196","17.09587","16.70208","0.5946714","0.7833249","0.7182441","0.7795437","0.7836604","0.05243253","GALAXY"
"1.24E+18","3.24E+18","22.75979786","-10.28681815","18.09685","16.84624","16.297","15.97049","15.77205","1663","301","2","51","2878","54465","52","6.396054","6.79145","6.636183","6.797953","6.998518","51.40844","173.0887","381.4043","289.1318","459.2377","3.232243","3.351459","3.232697","3.349699","3.246397","20.11689","18.59867","19.00189","18.31923","17.95386","0.6319649","0.8335835","0.8366064","0.8346173","0.8560942","0.06512455","GALAXY"
"1.24E+18","2.16E+18","23.04135184","-10.25074071","18.22746","16.84266","16.29179","16.09764","15.98401","1663","301","2","52","1914","53729","289","1.741065","1.723567","1.338392","1.439498","1.462119","47.37619","175.133","348.2162","289.1483","387.2663","0.8757452","0.8496872","0.6903044","0.7259772","0.7508668","18.2105","16.28688","16.83674","16.10705","15.98947","0.4281465","0.2996039","0.4498548","0.6753506","0.4855448","2.99E-05","STAR"
"1.24E+18","3.24E+18","23.04201953","-10.23470502","19.58512","18.33323","17.69438","17.36767","17.14857","1663","301","2","52","2878","54465","64","2.864293","3.134533","3.133877","3.226619","2.938947","13.21713","40.81114","100.038","73.25141","119.3817","1.593028","1.57292","1.47968","1.510196","1.467663","20.40665","18.65753","19.19238","18.37464","18.08508","0.6450843","0.8919286","0.8668905","0.8719856","0.8158571","0.1076099","GALAXY"
"1.24E+18","7.45E+17","23.050077","-10.18810997","17.91526","16.40521","15.63607","15.26509","14.92472","1663","301","2","52","662","52147","183","9.464252","8.567933","7.925723","8.106921","7.603572","80.63169","290.1486","787.1281","558.8291","1039.143","4.48325","4.063728","3.718534","3.79747","3.573242","20.03375","17.79687","18.44355","17.44122","16.96423","0.3071468","0.3118443","0.3325676","0.3276732","0.3263611","0.02299786","GALAXY"
"1.24E+18","7.45E+17","22.93067235","-10.31149557","19.18924","18.08922","17.63155","17.30719","17.21821","1663","301","2","52","662","52147","214","6.661641","6.210223","6.282232","6.434079","5.32002","22.09363","57.4924","118.9646","86.56796","107.4128","3.113932","2.91085","2.842553","2.887785","2.33183","20.68714","19.46828","19.7493","19.20137","19.04912","0.6499969","0.7326428","0.7074364","0.7227005","0.6896287","0.1100945","GALAXY"
"1.24E+18","2.16E+18","23.21361188","-10.20707759","17.00899","15.30379","14.71463","14.49774","14.40643","1663","301","2","54","1914","53729","291","1.789251","1.561822","1.321875","1.392137","1.432836","150.2102","731.5123","1508.417","1253.048","1624.385","0.8884868","0.7870446","0.6785842","0.7036707","0.7321911","17.01108","14.69913","15.31316","14.4977","14.39585","0.2499664","0.9997408","0.5894889","0.9997136","0.5767623","-7.01E-05","STAR"
"1.24E+18","2.16E+18","23.23314125","-10.31783121","18.14291","17.16723","16.86459","16.73292","16.71124","1663","301","2","54","1914","53729","286","1.788906","1.574256","1.340264","1.415472","1.423094","53.4665","132.1671","194.8696","172.1312","195.1486","0.893074","0.7920973","0.680299","0.7157302","0.7407076","18.15199","16.84241","17.18167","16.7347","16.70486","0.9836041","0.8758344","0.7108998","0.7052153","0.6084991","-0.000357671","STAR"
"1.24E+18","2.16E+18","23.33301826","-10.15756508","18.19353","16.94685","16.47239","16.26631","16.18578","1663","301","2","54","1914","53729","298","1.876125","1.518002","1.361802","1.416161","1.583611","52.83471","162.6884","300.295","249.7809","324.4943","0.9358807","0.7700061","0.6891056","0.7127481","0.7739248","18.22758","16.48041","16.96898","16.27437","16.20068","0.8925725","0.7637013","0.8000492","0.0889957","0.1547291","0.000243281","STAR"
"1.24E+18","2.16E+18","23.34445614","-10.27156425","17.60882","15.60757","14.87219","14.58894","14.48493","1663","301","2","54","1914","53729","281","1.860829","1.506128","1.320128","1.412691","1.475149","86.70994","557.1332","1386.059","1083.614","1518.842","0.9167169","0.7624166","0.6789827","0.7169286","0.7497993","17.60822","14.86901","15.62831","14.58885","14.48715","0.9999083","0.9364166","0.9074561","0.7584141","0.9996614","5.84E-05","STAR"
