"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","5.60E+17","203.7086789","65.82779484","18.74775","17.52313","17.03533","16.84402","16.75975","1412","301","2","219","497","51989","278","1.513091","1.423581","1.297603","1.424347","1.248971","30.50336","93.61874","175.8714","148.5047","188.4092","0.7610694","0.7153955","0.6666071","0.7250801","0.6266155","18.76161","17.03692","17.52387","16.85173","16.77028","0.9998726","0.9999592","0.1467713","0.3999658","0.6740307","-0.000628632","STAR"
"1.24E+18","2.77E+18","203.4203539","65.79627049","19.18262","18.20677","17.96374","17.86001","17.84178","1412","301","2","219","2460","54616","98","1.54627","1.440585","1.258251","1.438101","1.184166","20.51096","49.83711","66.94705","63.08143","63.3171","0.7555161","0.7252564","0.6496033","0.7331257","0.5697508","19.19085","17.95604","18.21458","17.84761","17.83124","0.9998589","0.4629844","0.6484067","0.699998","0.5075805","0.00011747","STAR"
"1.24E+18","2.75E+18","203.1328753","65.94429785","19.2289","17.72861","17.16086","16.98827","16.89029","1412","301","2","218","2445","54573","146","1.526132","1.398521","1.279327","1.401631","1.241686","19.5214","77.99945","155.2583","131.2565","167.7832","0.7630765","0.7048364","0.6548062","0.7156489","0.6274685","19.22038","17.14836","17.72739","16.97745","16.88901","0.9880298","0.9075023","0.6886609","0.7816562","0.1999626","-0.000293727","STAR"
"1.24E+18","5.60E+17","202.7915584","65.86863221","19.39324","17.80025","16.98326","16.54734","16.19761","1412","301","2","217","497","51989","302","4.989871","4.554514","3.936389","4.194245","3.697077","21.1277","81.82632","244.1761","168.8724","323.3307","2.266199","2.03537","1.793462","1.894825","1.674927","20.60124","18.10657","19.051","17.70939","17.42267","0.369704","0.3833553","0.4221776","0.4219166","0.4676597","0.1008258","GALAXY"
"1.24E+18","5.60E+17","202.8195176","65.91909099","19.13896","17.95513","17.34561","16.98037","16.79249","1412","301","2","217","497","51989","303","4.365793","4.550414","4.370023","4.572519","4.40844","24.11489","63.91549","151.2888","108.2507","157.8442","2.50369","2.346045","2.226664","2.253497","1.977771","20.9509","19.07139","19.84655","18.80092","18.68893","0.7861027","0.7431799","0.7614477","0.8144051","0.8570844","0.1213213","GALAXY"
"1.24E+18","5.58E+17","201.8304182","66.07689875","19.2007","17.96265","17.11712","16.66604","16.34947","1412","301","2","214","496","51988","86","6.210473","5.653481","5.057168","5.348575","4.844","24.854","67.78986","203.519","140.6973","260.4404","2.928493","2.718669","2.386388","2.537643","2.226029","21.06984","18.81767","19.98968","18.45089","18.19532","0.4904054","0.4206762","0.4178758","0.4245096","0.4707501","0.1652666","GALAXY"
"1.24E+18","5.58E+17","201.7622577","66.01454998","18.55608","17.99933","17.50642","17.10965","16.94273","1412","301","2","214","496","51988","88","1.803423","1.754612","2.114565","2.252847","1.756255","33.51524","60.69045","140.1129","98.05257","167.1297","0.8935199","0.9291894","1.005458","1.07592","0.9935648","18.84687","17.9149","18.37389","17.56383","17.45519","0.7065203","0.734148","0.7136311","0.7722445","0.7240303","0.1307386","GALAXY"
"1.24E+18","2.77E+18","201.6225158","65.97634498","17.22176","16.03848","15.68098","15.54807","15.52759","1412","301","2","214","2460","54616","232","1.507168","1.355151","1.316409","1.493655","1.179768","124.8144","367.0698","577.4333","514.6598","589.293","0.7633449","0.6915212","0.6812173","0.7630774","0.6145366","17.2178","15.70586","16.06433","15.54606","15.52791","0.2963211","0.7622706","0.9585088","0.6500458","0.8794409","-0.000376296","STAR"
"1.24E+18","2.75E+18","201.5464652","66.03173132","15.99044","15.0776","15.37584","15.61422","15.79072","1412","301","2","213","2445","54573","193","1.515913","1.353116","1.321015","1.51657","1.147776","389.3718","897.4131","548.341","681.0735","457.1552","0.7648187","0.6921879","0.6857094","0.7714643","0.6063088","15.9992","15.3969","15.10501","15.64561","15.79544","0.05","0.7314472","0.6640821","0.7131273","0.6499906","-0.000298889","STAR"
"1.24E+18","5.58E+17","201.4688754","66.08015614","18.7815","18.32507","17.71926","17.20828","17.0937","1412","301","2","213","496","51988","140","1.671833","2.7012","3.263273","3.50049","15.86745","23.69983","42.95808","128.4775","81.30911","147.8637","0.8880587","1.192839","1.398295","1.515262","1.478241","19.21665","18.44148","18.98612","18.00406","17.98596","0.862199","0.9997536","0.9741048","0.9567939","0.8731291","0.1477348","QSO"
