"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","3.30E+17","193.9296854","0.491006789","18.33359","16.96721","16.26532","15.81395","15.54841","752","301","5","336","293","51689","437","8.677451","7.778954","6.730406","7.121426","6.21133","58.16093","181.266","485.4862","331.5536","562.9004","3.865985","3.466212","3.086903","3.257122","2.715775","20.46485","18.30439","19.06471","17.79947","17.4991","0.3967773","0.3918054","0.3938259","0.3952001","0.4093154","0.07779116","GALAXY"
"1.24E+18","3.30E+17","193.9629727","0.612086984","19.36117","17.8465","17.00676","16.57524","16.22418","752","301","5","337","293","51689","426","7.140602","5.790883","4.965186","5.289667","4.533092","19.8558","65.86297","195.2432","133.1346","255.9788","2.951352","2.512981","2.151631","2.280436","1.998471","21.07066","18.5673","19.42562","18.17158","17.7596","0.3397388","0.340437","0.3682137","0.3892211","0.3829249","0.1052624","GALAXY"
"1.24E+18","3.30E+17","194.1172693","0.533208172","17.95343","17.84188","17.84623","17.80383","17.71018","752","301","5","338","293","51689","475","1.330811","1.393756","1.186858","1.314463","1.229129","62.8002","69.76388","71.52078","69.46888","79.31181","0.675242","0.7084485","0.6044242","0.6693133","0.6279752","17.96621","17.85548","17.84413","17.79714","17.7144","0.4499837","0.2000297","0.6501882","0.0999326","0.9997554","0.8307654","QSO"
"1.24E+18","2.60E+18","356.1349521","-10.32028227","17.04431","15.93488","15.71867","15.66019","15.6877","1855","301","2","76","2311","54331","262","2.070663","1.782525","1.674532","1.539387","1.536883","144.7493","405.9922","513.5812","496.3299","494.5542","1.012959","0.8979689","0.8364688","0.7791127","0.7910513","17.03462","15.72328","15.96442","15.67673","15.66307","0.09138645","0.9827289","0.8587574","0.8475893","0.2933707","-0.000425499","STAR"
"1.24E+18","3.54E+18","356.1905922","-10.32019824","18.39861","17.45154","17.0879","16.93095","16.88842","1855","301","2","76","3144","54763","25","1.998128","1.759305","1.639304","1.605843","1.567544","41.22494","100.6883","159.9745","140.7057","167.8699","0.9936263","0.8942575","0.8312029","0.8079442","0.8196885","18.39108","17.11082","17.46948","16.93812","16.89874","0.8224538","0.6479463","0.6746756","0.2038318","0.9997838","-0.000179956","STAR"
"1.24E+18","3.54E+18","356.1880421","-10.42694127","18.59224","17.24967","16.70067","16.42947","16.32876","1855","301","2","76","3144","54763","35","1.952359","1.750772","1.662767","1.618902","1.650055","35.79101","121.0237","253.4409","202.0036","287.9536","0.9824109","0.8867161","0.8396505","0.8128678","0.8359462","18.59373","16.69656","17.24715","16.42572","16.33131","0.9999293","0.9874716","0.5759793","0.2607737","0.7036493","-0.000293898","STAR"
"1.24E+18","2.60E+18","356.2025401","-10.48220171","19.05767","17.65011","17.11192","16.89299","16.84218","1855","301","2","76","2311","54331","221","1.85835","1.763691","1.721329","1.649272","14.60419","22.53397","84.3681","165.3559","138.2791","178.4978","0.912052","0.8968142","0.8580129","0.830929","0.845521","19.04343","17.12279","17.66239","16.90233","16.85357","0.2265663","0.9996995","0.9999001","0.960731","0.9999356","2.44E-05","STAR"
"1.24E+18","7.30E+17","356.2455396","-10.44721618","19.39737","17.97834","17.26744","16.84358","16.58499","1855","301","2","76","648","52559","165","6.896699","6.369697","6.027784","6.051859","5.497701","18.54827","65.9615","171.3317","116.9289","200.1343","3.175369","3.098747","2.817209","2.801757","2.569032","20.99669","18.975","19.7211","18.50491","18.24988","0.4000011","0.4015861","0.4051339","0.4239776","0.3816069","0.1188379","GALAXY"
"1.24E+18","7.26E+17","349.0867214","-10.50918999","18.93236","17.7568","17.26149","16.91934","16.791","1855","301","1","30","645","52203","299","5.230934","5.518219","5.347406","5.480798","5.360666","24.3238","76.0666","160.5886","117.6958","173.587","2.623794","2.798859","2.695951","2.731617","2.641706","20.5211","19.03444","19.38993","18.69555","18.46273","0.7820141","0.7910372","0.7543164","0.7775573","0.6973028","0.06858485","GALAXY"
"1.24E+18","7.26E+17","349.2993301","-10.5638854","17.72759","17.64716","17.61041","17.45888","17.31489","1855","301","1","31","645","52203","250","1.905874","1.939243","1.617671","1.707797","1.730396","78.20258","85.6796","99.88633","87.87254","116.0657","0.9551291","0.9764473","0.8286346","0.8629971","0.8758983","17.72789","17.62078","17.67863","17.46264","17.32805","0.9997241","0.6608012","0.6234504","0.9795794","0.2500043","1.998261","QSO"
"1.24E+18","2.60E+18","356.2585027","-10.42247406","18.70891","16.87311","16.16912","15.90448","15.76319","1855","301","2","77","2311","54331","230","1.999674","1.78848","1.729285","1.708385","1.634449","32.32658","173.7176","422.7606","327.6622","486.3593","0.9681104","0.9118074","0.8811116","0.8535434","0.8605659","18.71374","16.17503","16.87912","15.93626","15.7747","0.3676911","0.9999766","0.5499946","0.9008774","0.9000499","-8.68E-05","STAR"
"1.24E+18","7.29E+17","353.9086205","-9.949273185","19.14439","17.73423","17.11455","16.74464","16.50021","1855","301","3","61","647","52553","182","7.537862","6.912783","6.461454","6.59774","6.641109","23.9331","79.99895","184.8422","133.4428","237.3001","3.571594","3.345821","3.060283","3.093871","3.067239","20.86468","19.0375","19.57263","18.54058","18.3589","0.3452264","0.3785761","0.3813579","0.3902116","0.4352194","0.07296594","GALAXY"
"1.24E+18","2.60E+18","356.3428919","-10.36789602","16.42405","15.41378","15.07121","14.95351","14.93404","1855","301","2","77","2311","54331","229","1.912571","1.849625","1.668419","1.728121","1.646136","258.4958","666.9618","1005.323","900.4651","1023.018","0.9646933","0.9323308","0.8366328","0.8603842","0.8433787","16.43338","15.06527","15.4381","14.96469","14.93656","0.8991748","0.7422742","0.9499986","0.6998974","0.9467344","-0.000218678","STAR"
"1.24E+18","3.54E+18","356.2765189","-10.34314508","19.41372","17.77614","17.14424","16.9244","16.8071","1855","301","2","77","3144","54763","30","1.971739","1.786028","1.697005","1.7064","1.637836","16.27711","75.8984","164.1163","133.9573","180.308","0.9776793","0.9044566","0.8495619","0.8509262","0.8399057","19.42816","17.15368","17.7629","16.94241","16.81772","0.1817904","0.9559624","0.8079109","0.5457531","0.2395188","0.000290635","STAR"
"1.24E+18","2.60E+18","356.3275981","-10.50338353","18.95472","17.43389","16.81006","16.57767","16.44105","1855","301","2","77","2311","54331","226","1.940099","1.781962","1.728029","1.744362","1.71123","25.53683","103.1415","224.4315","183.0845","254.0753","0.9674165","0.9093596","0.8646617","0.8719085","0.8746187","18.95827","16.8035","17.42751","16.59272","16.45643","0.3500018","0.5379336","0.9999021","0.9997275","0.08056449","-0.000294707","STAR"
"1.24E+18","3.54E+18","356.3492873","-10.3917511","19.06835","17.61167","17.00225","16.77313","16.62957","1855","301","2","77","3144","54763","22","1.860735","1.835288","1.714383","1.754939","1.671192","23.31561","88.69668","190.7985","152.125","221.3716","0.9820191","0.9266981","0.8570815","0.874157","0.876681","19.06965","17.00084","17.6233","16.79053","16.64039","0.09922723","0.9218946","0.4499859","0.6835576","0.7144234","-7.65E-06","STAR"
