"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","8.28E+17","332.3273269","13.51349367","18.31146","16.49842","15.67664","15.26457","14.96018","1739","301","5","123","735","52519","524","8.495716","6.706068","6.611644","6.28958","5.901724","49.63549","233.0735","704.1152","488.4464","917.9385","3.137164","2.69503","2.563449","2.578443","2.484205","19.94423","17.23833","18.0716","16.83556","16.58291","0.7371963","0.6686049","0.6613901","0.6387255","0.7370744","0.02716466","GALAXY"
"1.24E+18","5.68E+18","333.1173993","13.60846611","18.90501","18.81972","18.70965","18.4259","18.30132","1739","301","5","128","5041","55749","294","1.449764","1.266814","1.260447","1.328807","1.333815","26.37555","28.74582","40.06497","31.46194","46.74035","0.7170843","0.6458057","0.6341672","0.6787595","0.6319728","18.90651","18.71505","18.82734","18.4305","18.31606","0.199674","0.6660104","0.5996039","0.3972537","0.6610423","1.973138","QSO"
"1.24E+18","8.29E+17","333.2691005","13.63709253","19.35755","18.15405","17.52919","17.24092","17.13323","1739","301","5","129","736","52221","344","6.635005","8.793304","9.27243","9.128313","8.796457","18.26161","57.14712","121.6876","90.50979","115.0513","4.363309","4.5756","4.596378","4.463243","4.000116","22.64398","20.72307","21.61622","20.57419","20.3086","0.6999469","0.8066458","0.8379138","0.8717002","0.6500013","0.02625862","GALAXY"
"1.24E+18","8.23E+17","323.0018505","11.95616587","18.84571","17.4661","16.84105","16.49203","16.2476","1739","301","5","61","731","52460","388","8.340549","9.821571","9.198856","9.214411","8.980397","31.61037","112.4063","246.9015","187.7522","296.7637","4.541438","4.749793","4.191322","4.39778","4.020796","21.83417","19.5371","20.3408","19.25216","19.01586","0.8775557","0.8100892","0.8635524","0.8825219","0.8649763","0.07803937","GALAXY"
"1.24E+18","2.21E+18","323.0288889","12.04876214","18.42778","16.79314","16.15521","15.92536","15.7938","1739","301","5","62","1960","53289","546","1.152593","1.126646","1.096542","1.161538","1.063379","40.79115","185.4551","407.1045","330.4735","455.3696","0.5869701","0.5791141","0.5779817","0.6061615","0.5474854","18.4193","16.15418","16.78785","15.93132","15.79947","0.4032743","0.2500291","0.3998413","0.9996687","0.9366509","-0.000240006","STAR"
"1.24E+18","2.21E+18","323.1110576","12.06196027","18.01003","16.40248","15.80077","15.57833","15.4576","1739","301","5","62","1960","53289","550","15.88131","1.122782","1.080417","1.153555","1.055389","59.87629","265.3188","557.9343","456.8302","619.5965","0.5974391","0.5793169","0.5687601","0.6029032","0.5472025","18.01942","15.79661","16.40903","15.57836","15.46675","0.727886","0.9998376","0.05","0.6493274","0.9560625","-0.000202394","STAR"
"1.24E+18","2.16E+18","312.4047414","-6.238436763","16.65967","15.68656","15.29507","15.13529","15.08382","1659","301","3","49","1916","53269","59","1.427751","1.327494","1.281763","1.10856","1.227002","206.9619","508.3954","819.6693","724.7551","863.6556","0.7144659","0.6677716","0.6442896","0.5730325","0.6218394","16.67388","15.29739","15.70634","15.11798","15.09366","0.6852648","0.8241678","0.7689969","0.3584772","0.769847","-7.70E-05","STAR"
"1.24E+18","7.15E+17","312.4110842","-6.20377093","17.99036","16.48044","15.91165","15.72205","15.62965","1659","301","3","49","635","52145","82","1.612368","1.527842","1.522142","1.354883","1.428709","61.43129","249.6795","489.9286","418.3059","533.6861","0.815291","0.7857249","0.7729648","0.7013971","0.7402388","18.15577","16.16123","16.69495","15.93231","15.85513","0.117645","0.3065711","0.05","0.05675228","0.1543428","-0.000140285","STAR"
"1.24E+18","7.15E+17","312.3835941","-6.285588418","19.36061","18.02068","17.39298","16.86644","16.5223","1659","301","3","49","635","52145","86","1.427714","1.305404","1.373745","1.137661","1.335697","16.9471","58.51342","165.169","105.2167","233.5428","0.7215669","0.6648595","0.6890045","0.5881206","0.6774948","19.37728","17.43283","18.0376","16.87549","16.576","0.6068406","0.7317728","0.9997689","0.2445191","0.5894574","-0.000210899","STAR"
"1.24E+18","7.16E+17","312.4733956","-6.196405099","18.68377","17.37623","16.83077","16.45843","16.23132","1659","301","3","49","636","52176","359","5.364764","6.045372","6.091379","5.932181","5.228026","33.96421","125.057","280.6227","200.2971","299.6891","2.63591","2.860552","2.762424","2.740406","2.377342","20.51959","18.88419","19.30715","18.3732","18.18338","0.8820773","0.9597224","0.9113201","0.92529","0.9225991","0.0472487","GALAXY"
