"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","3.33E+17","200.4119117","1.146212282","19.23778","19.0488","18.8441","18.77536","18.78407","756","301","6","565","296","51984","523","1.799379","1.659694","1.774653","1.749552","8.349494","19.4234","23.04137","29.36924","27.87687","31.63978","0.8845086","0.8138746","0.8870018","0.8725076","0.8734425","19.25132","18.86311","19.06545","18.79004","18.8091","0.05006289","0.9997742","0.9997457","0.9997457","0.9999779","1.420676","QSO"
"1.24E+18","4.54E+18","209.2806243","1.081825842","17.23726","17.24451","17.35424","17.39163","17.43712","756","301","6","624","4036","55330","246","1.460083","1.309288","1.332187","1.34145","1.457284","122.164","122.7317","105.357","111.6976","104.5022","0.7462839","0.6736605","0.70321","0.7056981","0.7431763","17.25362","17.35304","17.2497","17.3927","17.44429","0.6930336","0.06164425","0.9996954","0.3000073","0.299927","-0.000582101","STAR"
"1.24E+18","5.98E+17","209.2629721","1.091680575","19.03149","17.33971","16.45371","15.9996","15.65083","756","301","6","624","531","52028","242","6.818079","6.563682","6.199923","6.63553","5.813855","17.12946","93.37307","290.1251","207.4497","366.5759","2.727463","3.108371","2.682556","3.054973","2.437868","20.752","18.29684","19.29368","17.74284","17.37807","0.5702701","0.5328873","0.5704688","0.5747694","0.5688773","0.1035445","GALAXY"
"1.24E+18","3.39E+17","209.62324","1.152371165","18.33891","18.33781","17.9225","17.63372","17.47446","756","301","6","627","301","51942","457","1.583255","1.634528","2.032832","1.824063","2.050607","42.18674","44.00046","90.40815","68.03123","105.4117","0.8111737","0.8255619","0.9668775","0.9188641","0.9905992","18.47402","18.1799","18.51957","17.88876","17.73701","0.5994262","0.8058219","0.8237709","0.9649587","0.9997185","0.2438676","QSO"
"1.24E+18","5.98E+17","209.7062489","1.217590391","16.83731","15.93152","15.57498","15.41859","15.35998","756","301","6","627","531","52028","210","1.540291","1.471274","1.448907","1.405977","1.453196","178.251","409.0883","654.3344","571.643","690.2823","0.7788022","0.7512918","0.7686881","0.7407713","0.7790626","16.84946","15.56998","15.94752","15.40806","15.35773","0.6649342","0.8088382","0.05","0.5235586","0.3999984","0.000186542","STAR"
"1.24E+18","3.39E+17","209.7951611","1.130841009","18.64607","17.78714","17.52763","17.43009","17.42604","756","301","6","628","301","51942","445","1.43502","1.47992","1.381768","1.379849","1.427735","33.73822","74.37044","101.7351","92.66128","103.4393","0.7370586","0.7452266","0.7258471","0.7223544","0.7493163","18.64621","17.53069","17.80264","17.42643","17.42847","0.9534699","0.622189","0.6498396","0.117325","0.9691793","7.70E-05","STAR"
"1.24E+18","3.39E+17","209.928054","1.110361559","17.26629","16.15208","15.61918","15.25709","15.02771","756","301","6","629","301","51942","527","4.657256","5.128073","4.990963","5.102841","4.808943","120.2512","349.3677","760.5118","561.3546","938.5336","2.348","2.457294","2.357889","2.419783","2.341627","18.98236","17.26766","17.83871","16.81446","16.57693","0.5823995","0.5967723","0.6088152","0.6045833","0.6282845","0.048603","GALAXY"
"1.24E+18","5.66E+17","154.8010495","2.05862943","19.19706","17.84553","17.26169","16.93219","16.70794","1458","301","3","200","503","51999","198","6.077146","5.267388","5.00251","4.983603","5.024606","28.83917","78.62254","167.7958","127.1716","197.9412","3.048575","2.554207","2.286325","2.345992","2.17144","21.08658","19.04033","19.56735","18.73121","18.60653","0.8745861","0.8864146","0.8729777","0.9301607","0.9335572","0.09843943","GALAXY"
"1.24E+18","5.66E+17","154.8155808","2.070819011","18.76826","17.38995","16.76251","16.44707","16.15127","1458","301","3","200","503","51999","173","4.313699","4.371745","4.327181","4.301918","4.237236","27.3263","89.79288","212.0329","161.2899","273.3451","2.086651","1.9886","1.938835","1.95556","1.890199","20.35269","18.43859","18.90986","18.14889","17.90022","0.9151019","0.9332804","0.9623755","0.9937161","0.9817401","0.04609571","GALAXY"
"1.24E+18","5.66E+17","154.9011021","2.155646982","19.4196","17.67403","16.84211","16.43332","16.05733","1458","301","3","201","503","51999","479","27.92024","5.285832","4.982259","4.971679","4.616118","19.46236","82.56768","245.5833","171.4743","354.7098","2.581748","2.265559","2.026908","2.113735","2.089334","20.73052","18.17311","18.95363","17.82926","17.509","0.6497776","0.5174556","0.516994","0.5711324","0.6194515","0.09922233","GALAXY"
