"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","9.52E+17","188.1869943","6.193099694","19.58373","17.46252","16.50018","16.05659","15.72331","2190","301","6","42","845","52381","441","5.380733","3.320099","3.3369","3.372165","3.596576","16.17602","97.11062","351.8983","238.0628","485.857","1.943007","1.530439","1.505314","1.539133","1.585094","20.3657","17.34847","18.29719","16.89068","16.53154","0.3859725","0.5063175","0.4936712","0.5090007","0.5654476","0.08757971","GALAXY"
"1.24E+18","9.52E+17","188.3048707","6.055651307","18.92369","17.47447","16.67007","16.22654","15.96293","2190","301","6","42","845","52381","445","10.80047","6.864396","6.466989","6.419628","6.127537","27.93374","91.78003","270.701","180.4736","320.7607","3.629397","3.294997","3.005013","2.977941","2.740109","20.48444","18.36611","19.14616","17.89209","17.58193","0.4777429","0.5129635","0.4900266","0.4844359","0.4927299","0.08474219","GALAXY"
"1.24E+18","9.52E+17","188.3691842","6.142258762","18.82243","18.4108","18.15973","18.18476","18.1305","2190","301","6","43","845","52381","530","10.85268","1.50823","1.573208","1.393846","1.472253","27.97218","42.07913","51.0349","52.88299","50.56483","0.8370444","0.7594616","0.7845484","0.7115861","0.7289022","18.83039","18.15902","18.41345","18.20046","18.13071","0.3112848","0.7212408","0.9998526","0.7485335","0.1479733","1.182867","QSO"
"1.24E+18","9.52E+17","188.3672299","6.126135789","19.3431","17.61086","16.72395","16.29991","15.9971","2190","301","6","43","845","52381","526","106.729","5.089493","5.035853","4.942976","4.612792","22.11208","81.87306","260.3176","178.73","334.6651","3.097165","2.33709","2.249742","2.189692","2.110229","20.82741","18.10333","18.96614","17.63233","17.30285","0.7566871","0.8638397","0.7784598","0.7803546","0.8278673","0.08759274","GALAXY"
"1.24E+18","9.52E+17","188.3746553","6.09159599","19.53884","17.54571","16.53654","16.05834","15.71795","2190","301","6","43","845","52381","529","8.666056","4.482345","4.201365","4.06731","3.750627","17.5359","88.92265","333.7393","220.0018","448.6628","2.803697","1.953493","1.856786","1.822598","1.745922","20.59882","17.67604","18.67995","17.14102","16.78734","0.6184301","0.535944","0.5299904","0.5252741","0.5884489","0.0838961","GALAXY"
"1.24E+18","1.83E+18","188.3765723","6.151842678","19.42905","18.09784","17.46553","17.08545","16.83304","2190","301","6","43","1627","53473","48","3.772525","4.258783","4.126783","4.168657","4.523845","15.45587","56.08186","139.6445","100.0944","184.252","1.927383","2.105876","2.123914","2.081089","2.165557","20.83442","19.0379","19.63599","18.53137","18.28999","0.8502429","0.7888901","0.8037014","0.8094343","0.8044086","0.0873543","GALAXY"
"1.24E+18","9.52E+17","188.4882118","6.20067609","18.33874","16.54763","15.54734","15.07754","14.68801","2190","301","6","44","845","52381","567","10.07407","9.196675","8.666016","9.086057","8.3471","43.49627","205.1273","754.752","500.1798","1047.077","4.178221","4.032729","3.80088","3.933752","3.713902","20.53035","17.66484","18.7383","17.10522","16.66605","0.6719708","0.658365","0.6321998","0.6309521","0.6830637","0.1000097","GALAXY"
"1.24E+18","1.83E+18","188.4956895","6.212190016","19.50534","18.1703","17.40827","17.02536","16.71797","2190","301","6","44","1627","53473","42","7.569288","5.113915","5.108246","5.138855","28.15476","20.0487","58.1968","164.9887","117.3841","226.5106","2.886121","2.480574","2.419978","2.442241","2.549278","20.91508","18.80883","19.62857","18.34914","18.00705","0.5715224","0.5931748","0.5724463","0.5649643","0.5313006","0.1005969","GALAXY"
"1.24E+18","9.52E+17","188.483994","6.122222413","18.69123","17.67014","17.30548","17.01044","16.86658","2190","301","6","44","845","52381","572","3.725244","4.29277","4.571593","4.446336","4.55567","27.99826","84.29719","158.0479","120.8632","181.3324","1.767948","2.054249","2.12917","2.111915","2.129003","19.87793","18.63929","18.9781","18.2692","18.15338","0.7408931","0.7887385","0.8155847","0.8285004","0.7779173","0.08351625","GALAXY"
"1.24E+18","9.52E+17","188.5243661","6.114306002","18.39589","17.04933","16.58986","16.27884","16.16717","2190","301","6","44","845","52381","570","6.413191","7.241236","6.812855","6.947657","6.641977","45.31646","149.7147","284.912","215.3057","306.5405","3.436664","3.670078","3.461667","3.484817","3.345999","20.7758","19.0267","19.61177","18.58553","18.43825","0.7524012","0.6832213","0.6700823","0.6633305","0.6576132","0.0869902","GALAXY"
