"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","6.79E+18","251.416364","43.67743978","18.94367","18.02037","17.75909","17.67145","17.65183","1453","301","3","77","6031","56091","280","1.665895","1.655612","1.217207","1.236414","1.337878","25.33076","58.22976","80.16769","75.30503","81.11897","0.8070753","0.8075945","0.6255475","0.6337175","0.6685472","18.94713","17.75743","18.03554","17.6743","17.65024","0.1508109","0.9999775","0.3447375","0.983948","0.1993964","-0.000684923","STAR"
"1.24E+18","7.08E+17","251.4823036","43.70415704","19.12997","18.02668","17.5487","17.20719","17.06894","1453","301","3","77","629","52051","131","3.98693","4.039615","3.972865","4.067019","4.120778","20.22582","58.52628","124.6764","93.86905","144.3286","1.859085","1.964646","1.874965","1.911138","1.92171","20.33932","19.10346","19.26031","18.77049","18.58405","0.5921321","0.5637826","0.5647467","0.5464379","0.582648","0.08265933","GALAXY"
"1.24E+18","7.08E+17","251.866387","43.31050368","19.30036","17.42432","16.63091","16.22072","15.89829","1453","301","3","80","629","52051","90","5.637029","5.372848","4.121634","4.552719","4.138767","20.06438","103.5057","308.7846","213.8016","399.2276","2.318866","2.167979","1.945402","1.981103","1.918401","20.37386","17.77647","18.46517","17.38931","17.0125","0.8184082","0.8790163","0.839819","0.7845007","0.8378464","0.05826238","GALAXY"
"1.24E+18","7.08E+17","251.8665536","43.37718739","18.14466","16.22082","15.34417","14.91533","14.5719","1453","301","3","80","629","52051","99","43.77017","7.061062","6.182119","6.494305","6.314935","55.73376","292.2942","964.2725","655.4131","1297.182","3.314611","2.981072","2.772836","2.813802","2.731869","19.68078","16.96199","17.716","16.56365","16.15946","0.6605889","0.6856669","0.6708875","0.6849248","0.6859315","0.05922676","GALAXY"
"1.24E+18","7.08E+17","251.9362858","43.26404647","19.47422","17.45382","16.6202","16.17347","15.87633","1453","301","3","81","629","52051","46","3.281112","4.540185","4.256432","3.861187","4.045544","12.63667","97.9198","319.1924","204.7648","407.836","1.454353","1.926154","1.764988","1.695264","1.713822","20.41394","17.68063","18.46658","17.30856","16.93182","0.3289213","0.3521492","0.3531318","0.3756459","0.4125025","0.05992032","GALAXY"
"1.24E+18","9.61E+18","252.0632922","43.11552429","18.82216","17.85548","17.61616","17.54235","17.51706","1453","301","3","82","8533","58017","588","1.725348","1.664956","1.393823","1.356582","1.486459","28.55808","67.56753","91.89954","85.81532","96.96182","0.8345426","0.8220288","0.6916347","0.6884929","0.7338579","18.81711","17.61212","17.85729","17.53757","17.51891","0.1999802","0.6032549","0.7995443","0.558665","0.3496059","0.000315169","STAR"
"1.24E+18","7.11E+17","252.1673035","42.92990695","17.76664","17.36463","16.91084","16.51811","16.55673","1453","301","3","83","631","52079","325","1.899902","2.354856","2.182492","2.428991","2.535903","69.47399","104.557","232.343","164.7601","228.697","0.9808113","1.183379","1.061613","1.160497","1.183893","17.99284","17.4475","17.73019","17.02108","17.14041","0.9839614","0.6582013","0.6610296","0.6120674","0.5691373","0.1289164","QSO"
"1.24E+18","6.79E+18","252.2160516","43.06644979","19.36861","18.53834","18.23683","18.14865","18.11866","1453","301","3","83","6031","56091","134","1.725837","1.810844","1.360635","1.373187","1.377712","16.93477","36.62969","52.12834","48.71054","54.57068","0.8436492","0.8790953","0.6833053","0.6976846","0.7012804","19.35928","18.23462","18.55725","18.15439","18.1262","0.09756175","0.8257023","0.1991093","0.9996906","0.9998167","-0.000579998","STAR"
"1.24E+18","7.11E+17","252.0962814","42.93639256","19.26862","19.01199","18.73493","18.67019","18.73645","1453","301","3","83","631","52079","326","1.610301","1.765789","1.38933","1.419699","1.344919","18.35319","23.05618","32.57798","30.85151","29.49713","0.8536817","0.8722505","0.7005114","0.7316157","0.6861526","19.27925","18.75345","19.01792","18.69287","18.74689","0.5208441","0.331225","0.999788","0.5812596","0.1873824","1.334659","QSO"
"1.24E+18","3.71E+18","252.3290515","42.83203726","18.36679","16.96972","16.39363","16.15415","16.06095","1453","301","3","84","3291","54939","327","1.768907","1.708828","1.33558","1.475319","1.509384","43.47744","155.1271","328.1654","267.2384","364.1354","0.880491","0.8406082","0.6867352","0.7398926","0.7465008","18.37777","16.39397","16.9728","16.15775","16.07888","0.9986802","0.2995905","0.9011335","0.7489591","0.9998772","-0.000392568","STAR"
