"objid","specobjid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","plate","mjd","fiberid","petroRad_u","petroRad_g","petroRad_i","petroRad_r","petroRad_z","petroFlux_u","petroFlux_g","petroFlux_i","petroFlux_r","petroFlux_z","petroR50_u","petroR50_g","petroR50_i","petroR50_r","petroR50_z","psfMag_u","psfMag_r","psfMag_g","psfMag_i","psfMag_z","expAB_u","expAB_g","expAB_r","expAB_i","expAB_z","redshift","class"
"1.24E+18","2.68E+18","144.814289","61.6698272","17.58658","16.56604","16.09311","15.87759","15.78827","1350","301","4","250","2383","53800","230","1.754508","1.599213","1.551323","1.514422","1.404591","90.12217","229.5446","426.0355","354.102","463.6688","0.8739426","0.8086883","0.7836961","0.7650542","0.7277776","17.59731","16.10232","16.56915","15.88407","15.79056","0.9997441","0.5347871","0.9976987","0.9498295","0.7185752","-0.00080129","STAR"
"1.24E+18","5.47E+17","144.6316629","61.67620528","19.58858","17.35976","16.33398","15.81163","15.35015","1350","301","4","250","486","51910","466","4.519073","8.333524","7.842291","8.044837","7.755481","9.253263","92.17519","341.2612","224.3096","499.208","2.272989","3.709348","3.260846","3.485636","3.137781","21.82836","18.39516","19.4295","17.78951","17.33325","0.3999916","0.4662721","0.4558364","0.4533908","0.4199397","0.1020347","GALAXY"
"1.24E+18","2.68E+18","144.906932","61.77269749","15.33564","14.26143","14.05361","14.00765","14.03964","1350","301","4","251","2383","53800","227","1.756149","1.632846","1.510999","1.486958","1.414604","709.0601","1910.932","2393.011","2306.511","2321.02","0.8853537","0.8207664","0.7733309","0.7533785","0.7200056","15.33649","14.05038","14.26442","14.02523","14.03986","0.2498397","0.7499489","0.6499135","0.9996669","0.9998606","9.98E-05","STAR"
"1.24E+18","2.68E+18","145.0489026","61.80090431","18.3868","16.67347","15.90641","15.58957","15.41822","1350","301","4","251","2383","53800","236","1.726722","1.632344","1.452737","1.50658","1.399297","42.12325","207.2367","559.6743","419.0099","651.3937","0.8791139","0.8219316","0.7427089","0.766571","0.7159796","18.38293","15.90716","16.67473","15.57707","15.42292","0.3045833","0.449988","0.1045503","0.250008","0.9633041","-0.001130299","STAR"
"1.24E+18","2.68E+18","145.1371034","61.66121374","19.54393","18.25865","17.72534","17.52742","17.46733","1350","301","4","251","2383","53800","234","1.796266","1.657721","1.477988","1.49014","1.376998","14.42842","48.31488","93.85137","77.7215","100.0293","0.8751168","0.833492","0.744846","0.7591028","0.7250527","19.54741","17.72832","18.26417","17.52742","17.46956","0.3485878","0.8779411","0.9997048","0.4910919","0.4070649","3.76E-06","STAR"
"1.24E+18","2.71E+18","145.0843483","61.71006911","19.20712","18.07375","18.17673","18.2842","18.3805","1350","301","4","251","2403","53795","226","1.796673","1.621481","1.464529","1.508277","1.577034","20.42628","57.19694","47.16114","51.5218","45.56944","0.887578","0.8271759","0.7586055","0.7622131","0.7659409","19.20867","18.17662","18.07217","18.28535","18.37987","0.9996593","0.1566043","0.5618646","0.836481","0.9589447","0.000591484","STAR"
"1.24E+18","5.47E+17","145.0935054","61.80726341","19.33973","18.57452","17.65285","17.21532","16.90406","1350","301","4","251","486","51910","471","2.094702","2.732748","4.31108","3.565404","3.998583","15.6168","37.11422","141.824","92.3137","186.0414","1.129438","1.383107","1.59756","1.533103","1.551809","19.77437","18.29701","19.11739","17.89339","17.61864","0.1995045","0.8190659","0.7838248","0.820214","0.9759035","0.2105242","GALAXY"
"1.24E+18","5.45E+17","137.6109711","58.66673259","19.51729","17.60229","16.52479","16.06076","15.69834","1350","301","4","219","484","51907","492","5.413777","6.118587","6.413413","6.478052","5.688921","11.21609","85.92768","356.4032","234.4865","475.6719","2.031426","2.673101","2.65021","2.679296","2.489115","20.79989","17.83985","18.85989","17.40682","17.07803","0.7318664","0.784042","0.8154076","0.8244702","0.7307884","0.1352379","GALAXY"
"1.24E+18","2.68E+18","145.2845218","61.74833505","17.93442","16.39998","15.82465","15.63392","15.5443","1350","301","4","252","2383","53800","188","1.798028","1.626168","1.421812","1.540593","1.35144","65.71909","266.647","540.5457","454.0323","579.9534","0.9123369","0.8179483","0.7278526","0.7762967","0.7050213","17.94309","15.82294","16.40125","15.63357","15.53708","0.9997619","0.34997","0.9997934","0.7821682","0.7267763","-0.000405521","STAR"
"1.24E+18","2.68E+18","145.2118005","61.83168547","18.05339","16.51472","15.93984","15.76541","15.68334","1350","301","4","252","2383","53800","237","1.787789","1.642698","1.433984","1.502786","1.378902","58.38074","239.3867","479.3571","405.8412","512.0229","0.8954123","0.8200749","0.733916","0.7655428","0.7085602","18.04992","15.92755","16.51496","15.76472","15.67507","0.1753717","0.4499824","0.09787713","0.9998611","0.7804905","-7.91E-05","STAR"
